ID_BCT_O,ID_ANPR,DIRECCION,ESQUINA,COLONIA,SECTOR_UPC,DELEGACION,CLASIFICAC,BOTON,ALTAVOZ,C2,DELE_CV,LONGITUDE,LATITUDE,CXGW,CYGW,FASE,UOBJECTID,UID,UDELEGACIO,USECTOR,UNOMBRE,UREGION
"3795","0",CALZ IGNACIO ZARAGOZA,CALLE 41,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490682","2146744",-99.088753999999994,19.414943999999998,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3797","0",CALLE 47,VIADUCTO RIO DE LA PIEDAD,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,CONTROL DE TRANSITO,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490538","2146020",-99.090121999999994,19.408408999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3799","0",AV 10,CALLE 13,ZARAGOZA PTE,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"489939","2146693",-99.095831000000004,19.414487999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3801","0",GALINDO Y VILLA Y AV 18,CALLE 15 Y CALLE 13,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,CONTROL DE TRANSITO,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"489767","2146339",-99.097468000000006,19.411287999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3828","0",UNIVERSIDAD NACIONAL,PROCURADURIA GENERAL DE JUSTICIA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490504","2147329",-99.090452999999997,19.420230000000000,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3829","0",AVIACION CIVIL,BLVD PUERTO AEREO,FRACC IND PUERTO,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"489993","2147430",-99.095320999999998,19.421149000000000,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3870","0",AV FRANCISCO MORAZAN,CALLE 13,VALENTIN GOMEZ FARIAS,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"489992","2146797",-99.095326999999997,19.415420000000001,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3871","0",GOBIERNO DEL DISTRITO,AV IGNACIO ZARAGOZA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490406","2147039",-99.091385000000002,19.417608999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3892","0",NORTE 13,CIRCUITO INTERIOR BLVD PUERTO AEREO,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490241","2147899",-99.092961000000003,19.425380000000001,1.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3914","0",EJE 2 NTE AV 12,GALINDO Y VILLA,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"489723","2146707",-99.097888999999995,19.414605000000002,1.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3952","0",CALZ IGNACIO ZARAGOZA,CALLE 47,ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490848","2146664",-99.087173000000007,19.414221999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3957","0",CALLE 29,VIADUCTO RIO DE LA PIEDAD,ZARAGOZA PTE,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"490022","2146106",-99.095038000000002,19.409175000000001,1.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3979","0",CALLE 33,CALZ IGNACIO ZARAGOZA,VALENTIN GOMEZ FARIAS,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490499","2146854",-99.090497999999997,19.415946000000002,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3980","0",HDA Y CREDITO PUBLICO,PROCURADURIA GENERAL DE JUSTICIA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"490810","2147047",-99.087536999999998,19.417683000000000,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3981","0",FUERZA AEREA MEXICANA,COMISION NACIONAL AGRARIA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"491114","2147537",-99.084643000000000,19.422113000000000,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"3982","0",EUGENIA,GUERRA Y MARINA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"491107","2147084",-99.084708000000006,19.418019000000001,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"4001","0",AV 4,GALINDO Y VILLA,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OPF2,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"489617","2147268",-99.098900999999998,19.419682999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"4011","0",CIRCUITO INTERIOR BLVD PUERTO AEREO,CALZ IGNACIO ZARAGOZA,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,CONTROL DE TRANSITO,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"489941","2147274",-99.095815000000002,19.419730000000001,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"4013","0",AV FRANCISCO MORAZAN,CIRCUITO INTERIOR BLVD PUERTO AEREO,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,CONTROL DE TRANSITO,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"489729","2146941",-99.097832999999994,19.416720000000002,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"5995","0",AV FUERZA AEREA MEXICANA,ASISTENCIA PUBLICA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EQUIP. E INST. ESTRATEGICAS,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490814","2147723",-99.087502000000001,19.423791999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"7597","0",TRABAJO Y PREVISION SOCIAL,GOBIERNO DE DISTRITO,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490459","2147055",-99.090881999999993,19.417760999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"7607","0",ASISTENCIA PUBLICA,GOBERNACION,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490364","2147197",-99.091783000000007,19.419036999999999,1.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"7619","0",AGRICULTURA,SUPREMA CORTE DE JUSTICIA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490935","2147333",-99.086348000000001,19.420275000000000,1.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"7628","0",ECONOMIA,HACIENDA Y CREDITO PUBLICO,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490900","2146742",-99.086675000000000,19.414926999999999,1.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"7638","0",CALLE 51,AV 8,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490812","2146282",-99.087514999999996,19.410772999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"7643","0",ASISTENCIA PUBLICA,SALUBRIDAD Y EDUCACION PUBLICA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490482","2147643",-99.090665000000001,19.423071000000000,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"7644","0",PLAZA PODER EJECUTIVO,ESTABLECIMIENTOS FABRILES,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490827","2147269",-99.087378000000001,19.419692000000001,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9231","0",CALZ GRAL IGNACIO ZARAGOZA,RELACIONES EXTERIORES,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EQUIP. E INST. ESTRATEGICAS,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490538","2146941",-99.090126999999995,19.416723999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9233","0",ECONOMIA,ANTROPOLOGIA E HISTORIA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EDUCACION,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"491007","2146919",-99.085656000000000,19.416528000000000,1.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9249","0",SUPREMA CORTE DE JUSTICIA,EDUCACION PUBLICA,CFEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490618","2147380",-99.089366999999996,19.420700000000000,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9250","0",PLAZA PODER EJECUTIVO,EDUCACION PUBLICA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,EQUIP. E INST. ESTRATEGICAS,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490702","2147328",-99.088566999999998,19.420221999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9673","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9674","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9675","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9676","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9677","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9678","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9679","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9680","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9681","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"9682","15",CIRCUITO INTERIOR BLVD PUERTO AEREO,ENTRE CALZ IGNACIO ZARAGOZA Y NORTE 3,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,ESTRUCTURA ANPR,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490044","2147573",-99.094838999999993,19.422440999999999,6.5K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"10630","0",CALZ IGNACIO ZARAGOZA,ECONOMIA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,CONTROL DE TRANSITO,N/A,N/A,C2 NORTE,VENUSTIANO CARRANZA,"490858","2146673",-99.087078000000005,19.414307000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11832","0",CALZ GRAL IGNACIO ZARAGOZA,CALLE 23,VALENTIN GOMEZ FARIAS,ZARAGOZA,VENUSTIANO CARRANZA,EQUIP. E INST. ESTRATEGICAS,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490317","2146954",-99.092231999999996,19.416844000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11892","0",BIENES NACIONALES,COMISION DEL MAIZ,CUATRO ARBOLES,ARENAL,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"491139","2146867",-99.084401999999997,19.416062000000000,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11893","0",AV ECONOMIA,BELLAS ARTES,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"491198","2147238",-99.083842000000004,19.419415000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11903","0",ASISTENCIA PUBLICA,AVIACION MILITAR,INDUSTRIAL PUERTO AEREO,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490392","2147495",-99.091521000000000,19.421734000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11904","0",COMUNICACIONES Y OBRAS PUBLICAS,CONGRESO,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490921","2147535",-99.086482000000004,19.422097999999998,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11905","0",PALZA DEL EJECUTIVO,COMUNICACIONES Y OBRAS PUBLICAS,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"490791","2147349",-99.087719000000007,19.420415999999999,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11906","0",CONGRESO,INDUSTRIA DE COMERCIO Y TRABAJO,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490686","2147561",-99.088719999999995,19.422332000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11907","0",CONGRESO,CONTRALORIA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490952","2147029",-99.086184000000003,19.417525000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11908","0",EJE 1 NORTE (FUERZA AEREA,CALLE 28,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490417","2147955",-99.091284999999999,19.425891000000000,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11909","0",ESTABLECIMIENTOS FABRILES,TRABAJO Y PREVISION SOCIAL,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"491133","2147232",-99.084461000000005,19.419360999999999,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11910","0",ESTADISTICA,TRABAJO Y PREVISION SOCIAL,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490706","2146918",-99.088526999999999,19.416520999999999,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11911","0",RELACIONES EXTERIORES,PROCURADURIA GENERAL DE JUSTICIA,FEDERAL,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490641","2147074",-99.089146999999997,19.417929999999998,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11915","0",AV 12,CALLE 41,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490422","2146279",-99.091228999999998,19.410744999999999,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11916","0",CIRCUITO INTERIOR (BLVD PUERTO AEREO),AV 4,VALENTIN GOMEZ FARIAS,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"489843","2147137",-99.096748000000005,19.418496000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11917","0",AV 16,CALLE 25,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"489998","2146257",-99.095267000000007,19.410544000000002,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11918","0",AV 10,CALLE 35,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490348","2146446",-99.091933999999995,19.412254000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11919","0",AV 12,CALLE 37,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490316","2146321",-99.092237999999995,19.411124000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11920","0",AV 6,CALLE 39,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490528","2146609",-99.090221000000000,19.413727999999999,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11921","0",AV 12,CALLE 15,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"489932","2146573",-99.095896999999994,19.413398999999998,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11922","0",CALZ GRAL IGNACIO ZARAGOZA,CALLE 51,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490976","2146578",-99.085953000000003,19.413449000000000,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11923","0",CIRCUITO INTERIOR (JESUS GALINDO Y VILLA),CALLE 9,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"489750","2146535",-99.097631000000007,19.413055000000000,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11924","0",GRAL FRANCISCO MORAZAN,CALLE 43,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490597","2146448",-99.089562999999998,19.412272999999999,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11954","0",CIRCUITO INTERIOR (BLVD PUERTO AEREO),NORTE 3,MOCTEZUMA 2A SECC,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490080","2147690",-99.094493000000000,19.423494999999999,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"11997","0",AV FRANCISCO MORAZAN,CALLE 57,IGNACIO ZARAGOZA,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"490966","2146222",-99.086046999999994,19.410232000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"12008","0",CALZ IGNACIO ZARAGOZA,CALLE 23,SANTA CRUZ AVIACION,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ_OP,C2 NORTE,VENUSTIANO CARRANZA,"489760","2147397",-99.097539999999995,19.420845000000000,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"12011","0",AV 4,CALLE 15,VALENTIN GOMEZ FARIAS,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,SIN BOTON,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"490131","2146971",-99.094003999999998,19.416996999999999,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
"12012","0",AV 6,CALLE 17,VALENTIN GOMEZ FARIAS,ZARAGOZA,VENUSTIANO CARRANZA,INCIDENCIA DELICTIVA,CON BOTON_OP,SIN ALTAVOZ,C2 NORTE,VENUSTIANO CARRANZA,"490122","2146855",-99.094088999999997,19.415949000000001,7K,"32","32",VENUSTIANO CARRANZA,VCA-04,ZARAGOZA,"7"
